student_id,gender,age_group,class_level,boarding_status,repeated_class,socioeconomic_status,guardian_type,parent_education_level,parent_involvement,parent_meeting_attendance,home_study_environment,number_of_siblings,receives_scholarship,internet_access_quality,has_personal_device,electricity_reliability,distance_from_school_km,commute_time_minutes,transport_mode,financial_stress_level,tuition_payment_status,meals_per_day,has_part_time_job,stress_level,sleep_hours_per_night,mental_health_indicator,exam_anxiety_level,motivation_level,peer_relationship_quality,school_satisfaction,attendance_rate,participation_level,extracurricular_involvement,library_usage,peer_collaboration,preferred_learning_style,math_score,english_score,science_score,social_studies_score,average_score,prev_math_score,prev_english_score,prev_science_score,prev_social_studies_score,prev_average_score,score_trend,study_hours_per_day,assignment_completion_rate,homework_submission_consistency,hardest_subject,teacher_accessibility_rating,receives_extra_tutoring,counselor_visits_per_term,exam_preparation_level,mock_exam_score,waec_subject_count,primary_challenge,support_needed,pass_fail,risk_level,dropout_risk
STU_0465,Female,13-15,SS1,Day Student,No,Middle,Single Parent,Secondary,Very Low,Sometimes,Good,3,No,Good,Yes,Reliable,13.4,87,Bus/Danfo,Moderate,Partial,3,No,High,4.6,Fair,Very Low,High,Good,Neutral,82.2,High,1 Activity,Weekly,Rarely,Mixed,52.2,58.4,67.7,52.7,57.8,64.8,69.2,58.3,55.1,61.8,Stable,<1hr,Above 90%,Sometimes,Mathematics,Fair,No,2,Excellent,46.0,8.0,Low confidence in science subjects,Access to more textbooks and materials,Pass,Medium,Low
STU_0466,Male,13-15,JSS3,Boarding,No,Upper-Middle,Both Parents,OND/NCE,Low,Rarely,Good,3,No,Good,No,Moderate,0.7,5,Walking,High,Outstanding,3,No,Low,8.8,Good,Moderate,High,Excellent,Neutral,69.1,High,1 Activity,Rarely,Rarely,Kinesthetic,57.0,54.0,58.7,54.7,56.1,53.3,63.9,67.0,69.5,63.4,Declining,3-4hrs,50-70%,Sometimes,English,Fair,Yes,1,,,,Stress from upcoming WAEC examination,Flexible tuition payment plans,Pass,High,Medium
STU_0467,Male,16-18,SS3,Day Student,No,Middle,Both Parents,Postgraduate,Moderate,Often,Very Poor,3,No,Excellent,No,Moderate,12.4,66,Bus/Danfo,Moderate,Paid,3,No,Very High,4.0,Poor,Low,Moderate,Fair,Neutral,73.8,Low,No Activity,Rarely,Rarely,Kinesthetic,69.1,73.4,62.3,79.9,71.2,72.5,62.3,76.2,88.0,74.8,Stable,1-2hrs,Below 50%,Rarely,Mathematics,Good,No,0,Excellent,54.1,9.0,No quiet place to study at home,Financial aid or scholarship support,Pass,Medium,Medium
STU_0468,Female,10-12,JSS1,Day Student,No,Middle,Both Parents,Secondary,Very High,Always,Fair,1,No,Fair,No,Reliable,2.8,18,Bus/Danfo,Low,Paid,3,No,Moderate,7.5,Poor,Very High,High,Poor,Very Dissatisfied,62.4,Moderate,No Activity,Never,Often,Reading/Writing,49.4,46.8,50.6,63.6,52.6,44.8,32.8,47.1,62.2,46.7,Improving,1-2hrs,50-70%,Rarely,English,Excellent,Yes,3,,,,Too many assignments and heavy workload,Extra tutoring in mathematics and science,Pass,Low,Medium
STU_0469,Male,16-18,SS3,Day Student,Yes,Middle,Single Parent,OND/NCE,High,Often,Fair,2,No,Fair,No,Very Unreliable,4.0,25,Motorcycle,High,Partial,2,No,Moderate,5.6,Fair,Low,Moderate,Poor,Satisfied,74.2,Moderate,2 Activities,Never,Often,Reading/Writing,46.1,55.8,53.4,55.5,52.7,45.2,59.8,65.0,59.9,57.5,Stable,1-2hrs,50-70%,Often,Mathematics,Good,Yes,3,Good,56.2,7.0,Financial burden of buying data for online research,Access to more textbooks and materials,Pass,Medium,Low
STU_0470,Female,10-12,JSS2,Day Student,No,Middle,Guardian/Relative,OND/NCE,Moderate,Rarely,Fair,3,Yes,Poor,Yes,Very Unreliable,16.8,106,Bus/Danfo,Moderate,Partial,3,No,Low,6.8,Concerning,Moderate,Low,Poor,Dissatisfied,77.3,High,No Activity,Monthly,Sometimes,Auditory,71.9,56.5,72.9,61.4,65.7,75.2,60.3,77.3,57.8,67.6,Stable,3-4hrs,Below 50%,Always,English,Fair,No,4,,,,Long distance to school is exhausting,Motivational guidance and career counseling,Pass,Low,Low
STU_0471,Male,10-12,JSS2,Day Student,No,High,Both Parents,BSc/HND,Very High,Sometimes,Very Poor,3,No,Fair,Yes,Unreliable,3.9,21,Bus/Danfo,No Stress,Paid,2,No,High,4.6,Fair,Low,High,Excellent,Satisfied,78.7,Very Low,No Activity,Monthly,Often,Mixed,70.5,62.6,75.1,60.9,67.3,72.5,73.0,84.8,65.5,74.0,Declining,3-4hrs,50-70%,Often,Mathematics,Good,Yes,3,,,,Financial burden of buying data for online research,Extra tutoring in mathematics and science,Pass,Low,Low
STU_0472,Female,10-12,JSS2,Boarding,No,Low,Both Parents,OND/NCE,Moderate,Always,Fair,0,No,Good,No,Unreliable,31.9,180,Boarding,High,Outstanding,2,No,Very Low,7.6,Poor,Moderate,Very Low,Good,Very Dissatisfied,67.3,Very Low,No Activity,Rarely,Always,Mixed,40.8,34.7,43.0,44.7,40.8,45.6,37.4,38.5,39.8,40.3,Stable,<1hr,Below 50%,Rarely,English,Fair,No,1,,,,Lack of textbooks and study materials,Counseling services for stress management,Fail,High,Medium
STU_0473,Male,13-15,SS1,Day Student,No,Low,Both Parents,Secondary,Moderate,Rarely,Poor,5,Yes,No Access,No,Unreliable,44.3,180,Bus/Danfo,Moderate,Partial,3,No,Moderate,6.5,Fair,Moderate,Very Low,Excellent,Satisfied,56.9,Low,No Activity,Monthly,Always,Visual,36.4,39.5,41.2,49.8,41.7,43.1,35.6,45.6,50.9,43.8,Stable,<1hr,50-70%,Sometimes,Mathematics,Fair,No,2,Very Poor,48.2,8.0,Financial pressure from school fees,More frequent parent-teacher engagement,Fail,High,Low
STU_0474,Female,13-15,SS1,Boarding,No,Upper-Middle,Both Parents,OND/NCE,Very High,Often,Fair,4,No,Excellent,Yes,Unreliable,0.7,7,Motorcycle,No Stress,Paid,3,No,Very High,4.3,Good,Very Low,Moderate,Fair,Neutral,78.0,Very High,No Activity,Rarely,Rarely,Auditory,67.6,78.6,89.2,73.9,77.3,72.3,85.9,90.9,75.2,81.1,Stable,>4hrs,Above 90%,Often,Mathematics,Fair,Yes,4,Excellent,87.1,9.0,Stress from upcoming WAEC examination,Counseling services for stress management,Pass,Low,Low
STU_0475,Female,10-12,JSS2,Day Student,No,Middle,Both Parents,OND/NCE,Very High,Never,Good,2,No,Excellent,Yes,Very Unreliable,19.8,114,Bus/Danfo,No Stress,Paid,3,No,Moderate,5.6,Good,High,Low,Excellent,Satisfied,67.6,Very Low,No Activity,Monthly,Sometimes,Reading/Writing,40.9,58.3,63.2,49.4,53.0,47.3,51.0,57.7,43.1,49.8,Stable,3-4hrs,50-70%,Rarely,Mathematics,Poor,No,4,,,,Lack of textbooks and study materials,Consistent electricity supply for night reading,Pass,Low,Low
STU_0476,Female,13-15,SS1,Boarding,No,Middle,Both Parents,OND/NCE,Very High,Never,Good,3,No,Fair,Yes,Moderate,2.3,9,Bus/Danfo,Moderate,Partial,3,Yes,Very High,4.1,Good,High,Moderate,Poor,Dissatisfied,81.2,Moderate,No Activity,Weekly,Always,Reading/Writing,63.4,63.8,78.5,77.2,70.7,64.9,77.8,76.0,73.7,73.1,Stable,3-4hrs,71-90%,Always,Mathematics,Poor,Yes,0,Excellent,82.7,8.0,Lack of past question papers,Safe and quiet study environment at school,Pass,Low,Low
STU_0477,Male,13-15,SS1,Day Student,No,Lower-Middle,Single Parent,Secondary,Moderate,Often,Very Poor,5,Yes,Poor,Yes,Reliable,6.1,36,Bus/Danfo,Moderate,Paid,3,No,Low,7.1,Fair,Low,Moderate,Excellent,Neutral,66.4,High,No Activity,Weekly,Sometimes,Visual,46.2,62.3,56.7,54.0,54.8,41.1,64.2,60.7,41.0,51.8,Stable,3-4hrs,50-70%,Sometimes,English,Fair,No,2,Good,68.0,8.0,Peer pressure and social distractions,More teacher support outside class hours,Pass,Low,Low
STU_0478,Female,13-15,SS1,Day Student,No,Low,Single Parent,Postgraduate,Very High,Often,Fair,1,Yes,Very Poor,No,Unreliable,10.0,53,Private Car,Moderate,Partial,2,No,Moderate,7.3,Good,High,Low,Poor,Dissatisfied,69.2,Moderate,No Activity,Never,Sometimes,Kinesthetic,57.4,48.8,49.5,53.5,52.3,63.0,43.6,41.6,51.2,49.8,Stable,1-2hrs,71-90%,Sometimes,English,Good,No,0,Good,59.2,7.0,Low confidence in science subjects,Flexible tuition payment plans,Pass,Low,Low
STU_0479,Female,16-18,SS3,Day Student,No,Middle,Both Parents,OND/NCE,Low,Often,Excellent,2,No,Poor,Yes,Very Unreliable,0.5,11,Bicycle,Low,Paid,3,No,Very High,5.0,Fair,Moderate,Moderate,Good,Satisfied,81.2,Moderate,No Activity,Never,Always,Visual,62.5,78.5,88.5,79.9,77.4,59.8,72.3,80.1,86.6,74.7,Stable,1-2hrs,Above 90%,Always,Mathematics,Very Poor,Yes,0,Good,71.7,9.0,Difficulty understanding some teachers,Transport support for distant students,Pass,Medium,Low
STU_0480,Female,13-15,SS2,Boarding,No,Middle,Both Parents,Secondary,Moderate,Always,Poor,2,No,Very Poor,No,Moderate,9.1,64,Motorcycle,Low,Paid,3,No,Very High,5.9,Good,High,Very Low,Fair,Dissatisfied,85.2,High,1 Activity,Rarely,Often,Auditory,45.1,54.9,45.8,51.2,49.2,50.0,56.3,36.9,63.2,51.6,Stable,3-4hrs,50-70%,Sometimes,Mathematics,Fair,Yes,0,Poor,52.0,9.0,Long distance to school is exhausting,Online learning platform and e-library,Fail,High,Low
STU_0481,Female,10-12,JSS2,Day Student,No,Lower-Middle,Both Parents,BSc/HND,Very High,Rarely,Good,2,No,Fair,Yes,Unreliable,42.9,180,Bus/Danfo,Moderate,Paid,1,No,Moderate,5.9,Concerning,High,Moderate,Fair,Satisfied,52.8,Low,2 Activities,Weekly,Often,Mixed,48.5,46.6,45.5,54.1,48.7,39.7,46.0,40.1,63.1,47.2,Stable,3-4hrs,50-70%,Sometimes,Science,Poor,Yes,1,,,,Long distance to school is exhausting,Counseling services for stress management,Fail,Medium,Low
STU_0482,Female,13-15,SS1,Day Student,No,Lower-Middle,Both Parents,OND/NCE,Moderate,Rarely,Good,4,No,No Access,Yes,Unreliable,3.0,11,Motorcycle,High,Partial,2,No,Low,6.7,Fair,Very Low,High,Good,Dissatisfied,69.9,Low,1 Activity,Rarely,Sometimes,Kinesthetic,37.4,46.8,52.8,53.2,47.6,34.9,45.8,54.8,50.9,46.6,Stable,<1hr,Above 90%,Always,Mathematics,Good,No,4,Fair,44.4,8.0,Transport challenges cause lateness,More frequent parent-teacher engagement,Fail,High,Low
STU_0483,Male,10-12,JSS2,Day Student,No,Upper-Middle,Guardian/Relative,BSc/HND,High,Always,Good,2,No,Good,Yes,Unreliable,1.3,9,Walking,No Stress,Paid,2,No,Moderate,6.6,Fair,High,Moderate,Excellent,Very Satisfied,69.6,Moderate,1 Activity,Weekly,Always,Reading/Writing,61.9,84.2,64.7,74.5,71.3,57.1,75.0,61.2,74.5,67.0,Stable,3-4hrs,50-70%,Sometimes,Mathematics,Good,No,5,,,,Poor internet connection at home,Better equipped computer laboratory,Pass,Low,Low
STU_0484,Female,16-18,SS3,Boarding,No,Low,Orphan/Ward,Secondary,Moderate,Rarely,Poor,1,No,Poor,No,Moderate,0.8,5,Walking,Moderate,Partial,2,No,High,6.1,Fair,Low,High,Good,Neutral,76.6,High,1 Activity,Never,Never,Mixed,51.0,56.6,57.2,53.2,54.5,53.7,55.5,66.1,52.8,57.0,Stable,>4hrs,50-70%,Always,English,Excellent,No,2,Poor,52.2,9.0,Too many assignments and heavy workload,Transport support for distant students,Pass,Low,Low
STU_0485,Female,13-15,SS2,Day Student,No,Upper-Middle,Both Parents,BSc/HND,Very Low,Sometimes,Poor,1,No,Poor,Yes,Reliable,9.5,62,Private Car,No Stress,Paid,3,No,Very High,6.2,Concerning,Low,Low,Fair,Dissatisfied,78.0,Moderate,1 Activity,Never,Sometimes,Mixed,66.7,65.8,62.2,75.7,67.6,62.7,71.6,52.1,74.4,65.2,Stable,>4hrs,Above 90%,Always,Science,Excellent,Yes,0,Good,71.5,7.0,Peer pressure and social distractions,Recognition and rewards for academic improvement,Pass,Medium,Low
STU_0486,Female,10-12,JSS1,Boarding,No,Lower-Middle,Both Parents,BSc/HND,High,Sometimes,Excellent,0,No,Fair,No,Moderate,0.6,5,Walking,Very High,Paid,1,No,Very Low,7.9,Good,High,Very Low,Fair,Very Dissatisfied,71.4,Very High,3+ Activities,Daily,Always,Visual,39.9,60.2,40.0,52.2,48.1,39.8,54.9,43.6,58.0,49.1,Stable,1-2hrs,Above 90%,Often,Mathematics,Good,No,0,,,,Transport challenges cause lateness,More teacher support outside class hours,Fail,High,Low
STU_0487,Male,13-15,SS1,Day Student,No,Middle,Guardian/Relative,Postgraduate,Moderate,Never,Poor,2,No,Excellent,No,Unreliable,1.4,11,Motorcycle,Moderate,Outstanding,1,No,Low,7.2,Good,Low,Moderate,Fair,Neutral,73.7,High,1 Activity,Never,Sometimes,Visual,44.6,67.6,59.2,51.3,55.7,43.6,69.4,56.6,48.0,54.4,Stable,3-4hrs,71-90%,Often,Science,Good,No,1,Poor,68.4,8.0,Long distance to school is exhausting,Flexible tuition payment plans,Pass,Medium,Low
STU_0488,Male,13-15,JSS3,Day Student,No,Upper-Middle,Both Parents,OND/NCE,High,Rarely,Very Poor,3,No,Good,Yes,Unreliable,7.2,43,Bus/Danfo,Low,Paid,2,No,High,4.3,Concerning,Low,Moderate,Excellent,Very Satisfied,68.9,Moderate,No Activity,Monthly,Often,Reading/Writing,52.9,69.5,73.5,74.7,67.6,60.1,77.3,72.8,83.4,73.4,Declining,<1hr,Below 50%,Sometimes,Mathematics,Poor,Yes,0,,,,Mental fatigue from combined school and home demands,Consistent electricity supply for night reading,Pass,Low,Low
STU_0489,Female,10-12,JSS3,Day Student,No,Middle,Single Parent,OND/NCE,Low,Sometimes,Fair,1,No,Fair,Yes,Very Unreliable,9.7,54,Bus/Danfo,Low,Paid,2,No,Low,8.2,Concerning,Moderate,Low,Poor,Dissatisfied,64.4,Moderate,1 Activity,Rarely,Sometimes,Mixed,43.4,44.0,50.6,58.0,49.0,46.7,48.4,55.4,58.8,52.3,Stable,1-2hrs,50-70%,Often,English,Good,No,1,,,,Lack of past question papers,Financial aid or scholarship support,Fail,High,Low
STU_0490,Female,16-18,SS2,Boarding,No,Lower-Middle,Both Parents,OND/NCE,Very High,Often,Very Poor,3,No,Good,No,Very Reliable,6.9,42,Motorcycle,Low,Paid,2,No,High,4.7,Fair,High,Moderate,Excellent,Satisfied,77.0,High,1 Activity,Never,Sometimes,Mixed,64.6,80.2,77.3,72.4,73.6,66.6,71.7,58.9,65.4,65.6,Improving,3-4hrs,Above 90%,Often,Mathematics,Good,No,3,Fair,81.2,8.0,Family responsibilities reduce study time,More teacher support outside class hours,Pass,Low,Low
STU_0491,Male,13-15,JSS2,Day Student,No,Middle,Single Parent,Postgraduate,Moderate,Often,Good,3,No,Good,No,Moderate,7.5,49,Motorcycle,Moderate,Partial,3,No,Low,8.6,Good,Low,Very Low,Good,Neutral,73.9,High,1 Activity,Monthly,Often,Visual,46.5,60.8,54.3,62.6,56.0,46.6,63.0,39.3,62.0,52.7,Stable,3-4hrs,Above 90%,Often,Mathematics,Poor,No,0,,,,Transport challenges cause lateness,Peer mentorship and study groups,Pass,Low,Low
STU_0492,Female,13-15,SS2,Boarding,No,Lower-Middle,Both Parents,Postgraduate,Moderate,Sometimes,Fair,2,No,Good,No,Very Unreliable,2.1,13,Bus/Danfo,Moderate,Outstanding,3,Yes,High,5.5,Good,Moderate,High,Good,Satisfied,77.7,Moderate,1 Activity,Daily,Often,Reading/Writing,53.3,63.5,59.5,58.0,58.6,47.9,73.8,59.1,60.9,60.4,Stable,3-4hrs,Above 90%,Always,Mathematics,Poor,No,4,Fair,58.5,8.0,Poor health affecting concentration,Safe and quiet study environment at school,Pass,Low,Low
STU_0493,Male,13-15,SS2,Day Student,No,Lower-Middle,Single Parent,Secondary,Low,Sometimes,Good,3,No,Very Poor,No,Moderate,5.6,34,Bus/Danfo,Very High,Paid,2,No,Moderate,7.2,Good,Low,Moderate,Excellent,Very Satisfied,71.3,High,2 Activities,Monthly,Sometimes,Kinesthetic,40.4,43.2,41.6,50.5,43.9,34.3,46.7,40.0,56.4,44.4,Stable,1-2hrs,Below 50%,Rarely,Mathematics,Poor,No,3,Fair,44.9,9.0,Stress from upcoming WAEC examination,After-school remedial classes,Fail,High,Medium
STU_0494,Male,13-15,SS2,Day Student,No,High,Single Parent,OND/NCE,Very High,Rarely,Good,3,No,Excellent,Yes,Unreliable,10.7,59,Bus/Danfo,Low,Paid,2,No,Moderate,6.6,Poor,Moderate,Low,Good,Very Satisfied,65.0,Very Low,No Activity,Rarely,Often,Auditory,53.1,77.4,70.9,69.5,67.7,55.0,85.7,60.9,74.0,68.9,Stable,3-4hrs,Above 90%,Sometimes,Mathematics,Fair,Yes,1,Good,71.3,9.0,Lack of past question papers,Transport support for distant students,Pass,Low,Low
STU_0495,Male,13-15,JSS3,Day Student,No,Middle,Both Parents,OND/NCE,High,Rarely,Very Poor,2,No,Poor,Yes,Very Reliable,3.7,27,Bus/Danfo,Moderate,Paid,3,No,High,5.9,Good,High,High,Fair,Very Dissatisfied,72.2,Moderate,1 Activity,Weekly,Rarely,Kinesthetic,48.4,54.2,44.4,50.1,49.3,38.5,61.1,58.4,48.2,51.6,Stable,>4hrs,71-90%,Often,Science,Fair,Yes,2,,,,Financial burden of buying data for online research,Emotional and psychological support services,Fail,Medium,Low
STU_0496,Male,10-12,JSS1,Day Student,No,Middle,Single Parent,Secondary,High,Sometimes,Poor,2,No,Excellent,No,Reliable,9.6,62,Bus/Danfo,Low,Paid,3,Yes,High,4.7,Fair,Moderate,Very Low,Fair,Satisfied,65.2,High,2 Activities,Never,Sometimes,Auditory,51.7,66.4,57.1,65.8,60.2,51.4,58.4,49.0,62.7,55.4,Stable,1-2hrs,Above 90%,Always,Mathematics,Excellent,Yes,0,,,,Frequent power outages disrupt night reading,After-school remedial classes,Pass,Low,Low
STU_0497,Female,10-12,JSS1,Boarding,No,Lower-Middle,Single Parent,OND/NCE,Moderate,Never,Good,3,No,Poor,No,Very Unreliable,33.5,180,School Bus,Low,Paid,2,No,Moderate,6.5,Concerning,High,Moderate,Fair,Very Dissatisfied,60.9,Low,1 Activity,Monthly,Often,Auditory,55.7,66.3,55.8,50.0,57.0,56.5,78.8,52.1,60.4,62.0,Stable,>4hrs,71-90%,Always,Social Studies,Very Poor,No,3,,,,Low confidence in science subjects,After-school remedial classes,Pass,Medium,Low
STU_0498,Male,13-15,JSS3,Boarding,No,Low,Both Parents,Primary,Moderate,Rarely,Fair,6,No,Good,No,Moderate,0.7,5,Walking,Very High,Partial,1,No,Very Low,6.5,Good,High,Moderate,Good,Neutral,72.4,Low,No Activity,Monthly,Often,Reading/Writing,27.1,43.5,32.1,40.5,35.8,17.2,52.3,40.1,40.7,37.6,Stable,<1hr,Below 50%,Rarely,Mathematics,Fair,No,3,,,,Financial pressure from school fees,More frequent parent-teacher engagement,Fail,High,Low
STU_0499,Female,10-12,JSS1,Boarding,No,Low,Both Parents,OND/NCE,Low,Sometimes,Excellent,2,No,Excellent,No,Unreliable,4.4,33,Walking,High,Partial,1,Yes,Low,8.0,Good,Moderate,Moderate,Poor,Satisfied,75.2,Low,2 Activities,Rarely,Always,Mixed,47.4,36.0,39.6,63.7,46.7,47.0,34.0,34.9,56.9,43.2,Stable,3-4hrs,71-90%,Rarely,English,Good,No,1,,,,Too many assignments and heavy workload,Emotional and psychological support services,Fail,High,Medium
STU_0500,Female,13-15,SS1,Boarding,No,Middle,Both Parents,Postgraduate,High,Sometimes,Good,2,No,Very Poor,No,Very Unreliable,1.7,5,Motorcycle,Low,Paid,2,No,High,5.3,Good,Moderate,Very Low,Good,Neutral,83.7,Moderate,3+ Activities,Weekly,Sometimes,Mixed,34.7,62.8,73.7,64.9,59.0,34.7,71.9,67.6,61.4,58.9,Stable,1-2hrs,50-70%,Often,Mathematics,Excellent,No,1,Fair,70.8,9.0,Frequent power outages disrupt night reading,Safe and quiet study environment at school,Pass,Low,Low
STU_0501,Female,13-15,SS2,Day Student,Yes,Middle,Both Parents,Postgraduate,Moderate,Never,Very Poor,2,No,Excellent,Yes,Moderate,5.1,33,Motorcycle,Moderate,Partial,3,No,High,5.9,Fair,High,Very High,Fair,Satisfied,65.4,Low,2 Activities,Never,Sometimes,Mixed,41.6,60.4,46.1,55.9,51.0,56.2,59.5,48.8,44.1,52.2,Stable,3-4hrs,Below 50%,Rarely,Mathematics,Good,No,2,Very Poor,69.6,8.0,Difficulty understanding some teachers,Online learning platform and e-library,Pass,Medium,Low
STU_0502,Female,10-12,JSS3,Day Student,No,Middle,Both Parents,OND/NCE,Very High,Sometimes,Good,1,No,Very Poor,Yes,Moderate,1.0,5,Motorcycle,No Stress,Paid,3,No,High,5.8,Good,Moderate,Very High,Excellent,Very Satisfied,61.6,Low,1 Activity,Monthly,Rarely,Mixed,66.2,63.3,66.5,51.3,61.8,66.3,62.7,61.3,41.5,58.0,Stable,<1hr,Above 90%,Sometimes,Social Studies,Excellent,Yes,1,,,,Stress from upcoming WAEC examination,Recognition and rewards for academic improvement,Pass,Medium,Low
STU_0503,Male,10-12,JSS3,Boarding,No,Upper-Middle,Single Parent,BSc/HND,High,Sometimes,Very Poor,3,No,Poor,Yes,Very Unreliable,2.8,25,Motorcycle,No Stress,Paid,3,No,High,5.6,Good,Very High,Moderate,Good,Satisfied,71.8,High,1 Activity,Weekly,Often,Visual,50.9,58.6,65.7,67.0,60.6,57.0,52.3,68.5,63.8,60.4,Stable,<1hr,Above 90%,Often,Mathematics,Very Poor,No,3,,,,Transport challenges cause lateness,Recognition and rewards for academic improvement,Pass,Low,Low
STU_0504,Female,10-12,JSS3,Day Student,No,Low,Both Parents,BSc/HND,Moderate,Never,Very Poor,2,No,Poor,No,Moderate,0.9,5,Walking,Very High,Partial,2,No,Very Low,6.6,Good,Very High,Moderate,Excellent,Neutral,58.9,High,1 Activity,Rarely,Sometimes,Mixed,27.2,44.2,43.1,40.2,38.7,30.3,37.0,46.7,35.4,37.4,Stable,<1hr,50-70%,Always,Mathematics,Good,No,3,,,,Financial pressure from school fees,Flexible tuition payment plans,Fail,High,Medium
STU_0505,Female,10-12,JSS3,Boarding,No,Lower-Middle,Guardian/Relative,Secondary,Low,Always,Good,1,No,Excellent,Yes,Moderate,4.1,30,Motorcycle,Moderate,Paid,3,No,Low,8.8,Good,High,Moderate,Poor,Satisfied,65.2,Very Low,2 Activities,Rarely,Sometimes,Visual,35.2,39.2,67.4,56.5,49.6,37.0,40.2,70.1,52.4,49.9,Stable,1-2hrs,50-70%,Sometimes,Mathematics,Fair,Yes,5,,,,No quiet place to study at home,Emotional and psychological support services,Fail,Medium,Low
STU_0506,Male,16-18,SS2,Boarding,No,Lower-Middle,Both Parents,BSc/HND,High,Never,Good,2,No,Fair,Yes,Very Unreliable,4.1,20,Bus/Danfo,High,Partial,3,No,Moderate,5.5,Good,Very High,Moderate,Good,Very Dissatisfied,78.7,High,2 Activities,Monthly,Rarely,Mixed,60.5,54.1,58.0,67.8,60.1,66.3,52.3,66.3,72.4,64.3,Stable,1-2hrs,50-70%,Sometimes,English,Good,No,1,Fair,61.4,8.0,Family responsibilities reduce study time,Counseling services for stress management,Pass,Low,Low
STU_0507,Female,13-15,SS2,Day Student,No,Lower-Middle,Both Parents,OND/NCE,Low,Often,Fair,0,Yes,Fair,Yes,Unreliable,0.7,5,Walking,Moderate,Paid,3,No,High,6.0,Good,Moderate,High,Excellent,Neutral,74.1,Low,No Activity,Weekly,Always,Reading/Writing,48.4,48.6,62.0,60.5,54.9,38.3,38.2,59.3,65.7,50.4,Stable,1-2hrs,Below 50%,Sometimes,Mathematics,Fair,No,0,Good,52.9,9.0,Stress from upcoming WAEC examination,Flexible tuition payment plans,Pass,Medium,Low
STU_0508,Female,13-15,JSS3,Boarding,No,Low,Both Parents,Secondary,Low,Never,Poor,2,No,Fair,No,Moderate,10.9,64,Private Car,High,Paid,2,No,Low,7.7,Good,Very Low,Moderate,Very Poor,Satisfied,63.2,Low,2 Activities,Rarely,Often,Auditory,54.0,51.4,53.5,56.8,53.9,53.4,53.9,50.0,49.8,51.8,Stable,1-2hrs,50-70%,Sometimes,English,Fair,No,4,,,,Noisy home environment disrupts studying,Access to more textbooks and materials,Pass,High,Medium
STU_0509,Female,10-12,JSS1,Day Student,No,High,Both Parents,OND/NCE,Low,Often,Poor,1,No,Excellent,No,Very Unreliable,44.0,180,Bus/Danfo,Moderate,Partial,3,No,Low,8.5,Concerning,Moderate,Low,Excellent,Satisfied,62.4,Very High,2 Activities,Rarely,Sometimes,Reading/Writing,66.6,53.2,42.8,55.5,54.5,68.6,56.8,42.2,66.8,58.6,Stable,1-2hrs,50-70%,Often,Science,Fair,Yes,0,,,,Noisy home environment disrupts studying,Motivational guidance and career counseling,Pass,Medium,Low
STU_0510,Female,13-15,SS1,Day Student,No,Lower-Middle,Both Parents,Primary,Moderate,Never,Poor,0,No,Good,Yes,Reliable,2.4,11,Bus/Danfo,Low,Paid,2,No,High,5.2,Good,Low,Low,Fair,Very Satisfied,69.8,Very Low,1 Activity,Weekly,Often,Reading/Writing,58.6,57.3,56.1,57.3,57.3,51.9,59.4,36.3,57.9,51.4,Improving,3-4hrs,71-90%,Always,English,Fair,Yes,1,Excellent,58.9,8.0,Lack of past question papers,Peer mentorship and study groups,Pass,Medium,Low
STU_0511,Female,13-15,JSS2,Day Student,No,Upper-Middle,Both Parents,BSc/HND,High,Often,Poor,4,No,Poor,Yes,Very Unreliable,24.0,147,School Bus,Low,Paid,1,Yes,Very High,5.6,Fair,Moderate,Very High,Fair,Neutral,62.4,Very Low,No Activity,Rarely,Often,Kinesthetic,51.5,74.5,70.7,68.4,66.3,51.2,76.5,72.2,68.4,67.1,Stable,3-4hrs,71-90%,Sometimes,Mathematics,Fair,Yes,0,,,,Lack of past question papers,More frequent parent-teacher engagement,Pass,Medium,Medium
STU_0512,Male,16-18,SS3,Day Student,Yes,Lower-Middle,Both Parents,Secondary,Moderate,Sometimes,Poor,5,No,Poor,No,Very Unreliable,7.2,42,Private Car,No Stress,Partial,3,Yes,Very High,4.9,Fair,Moderate,Very Low,Good,Very Satisfied,72.3,Moderate,1 Activity,Monthly,Always,Reading/Writing,51.7,49.3,46.9,39.2,46.8,52.4,52.2,44.6,34.4,45.9,Stable,1-2hrs,50-70%,Rarely,Social Studies,Fair,No,0,Poor,57.1,8.0,Stress from upcoming WAEC examination,Better equipped computer laboratory,Fail,High,Low
STU_0513,Female,13-15,SS1,Day Student,No,High,Single Parent,OND/NCE,Low,Often,Fair,1,No,Poor,Yes,Very Unreliable,1.1,5,Motorcycle,High,Outstanding,3,Yes,High,5.9,Concerning,Low,Very High,Very Poor,Satisfied,73.3,Very High,1 Activity,Never,Often,Kinesthetic,52.3,65.8,66.9,64.2,62.3,51.1,67.0,69.6,62.4,62.5,Stable,3-4hrs,Above 90%,Often,English,Fair,No,0,Fair,67.5,9.0,Noisy home environment disrupts studying,Flexible tuition payment plans,Pass,High,Medium
